"","names","descriptions","total_funding","wordcount","average_score","score_sd","num_responses","funding_dummy","clean_text","dup1","dup2","match","Infrastructure","Telecommunications","Logistics","Small.and.Medium.Businesses","Hospitality","E.Commerce","Delivery","Mobile","Property.Management","NFC","Film.Distribution","Internet","RFID","Fashion","Mobile.Advertising","Social.Media","Agriculture","Internet.of.Things","Mobile.Devices","Information.Technology","Information.Services","Customer.Service","Tourism","Travel","Corporate.Training","Training","Financial.Services","Payments","Beauty","Location.Based.Services","News","Search","Shopping","Price.Comparison","Furniture","Education","Professional.Services","Real.Estate","Publishing","Outsourcing","Consulting","Social.Recruiting","Curated.Web","Non.Profit","Communities","Venture.Capital","Hardware","Software","Manufacturing","Credit","Banking","Marketing","Business.Intelligence","Social.Entrepreneurship","Oil.and.Gas","Legal","Satellite.Communication","Communications.Infrastructure","E.Commerce.Platforms","Health.Care","Shipping","SaaS","Supply.Chain.Management","Shipping.Broker","Business.Development","Technical.Support","Finance","Wholesale","PaaS","FinTech","Energy","Retail","Innovation.Management","Apps","Consumer","Employment","Waste.Management","Advertising","B2B","Solar","Content","Music","Billing","mHealth","Marketing.Automation","Nutrition","Child.Care","Clean.Energy","Market.Research","Video","Web.Development","Web.Design","Recycling","Water","Classifieds","CRM","Food.and.Beverage","Restaurants","Content.Discovery","Food.Delivery","Marketplace","Farmers.Market","Analytics","Broadcasting","Social.Media.Marketing","Digital.Media","Local","Automotive","Electronics","Advice","Transportation","Impact.Investing","Photo.Sharing","Handmade","Art","Content.Delivery","Project.Management","Children","Gaming","Enterprise.Software","Recruiting","Big.Data","Blogging.Platforms","Sports","Web.Hosting","Mobile.Apps","Medical","Wellness","Digital.Entertainment","Teenagers","Advertising.Platforms","Messaging","Emerging.Markets","Audio","Media.and.Entertainment","Video.Streaming","Mobile.Payments","Gift.Card","Cloud.Computing","Loyalty.Programs","Events","Brand.Marketing","Public.Relations","Web.Analytics","Digital.Marketing","Parenting","Identity.Management","Crowdfunding","SEO","Private.Social.Networking","Career.Planning","Consumer.Electronics","Skill.Assessment","EdTech","Gamification","X3D.Technology","Security","Wireless","Human.Resources","Colleges","College.Campuses","Universities","SMS","Text.Analytics","Guides","VoIP","Video.Chat","Video.Conferencing","Printing","Shoes","Crowdsourcing","File.Sharing","Local.Advertising","IT.and.Cybersecurity","Commercial.Real.Estate","Insurance","Construction","Collaboration","STEM.Education","Cryptocurrency","Developer.APIs","Food.Processing","Building.Material","Fitness","Charity","Bitcoin","Android","Farming","Ticketing","Coworking","Computer","Underserved.Children","Subscription.Service","Film","Video.on.Demand","IaaS","Cyber.Security","Incubators","Service.Industry","Task.Management","Document.Management","Primary.Education","Social.Bookmarking","Mechanical.Design","Industrial.Engineering","Energy.Storage","Journalism","Social.CRM","ICT","Accounting","Leisure","Taxi.Service","Cloud.Data.Services","Industrial","Graphic.Design","Developer.Tools","Organic","Car.Sharing","Coffee","country","funding_rounds","funding_type","investors"
"764","Trueborn Enterprise","Trueborn Enterprise is a marketplace for passionate, Investors, business partners, developers, programmers, coders, and consultants.",4e+06,15,0.285714285714286,0.460043706228236,8,1,"trueborn enterprise marketplace passionate investors business partners developers programmers coders consultants",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",1,"seed",""
"765","Truppr","Truppr is a social tool that enables sports lovers to organize and find fitness events and team mates for their favorite sports in cities around the world. Aerobics,, badminton, , yoga, video games, cycling, walking, swimming, kickboxing, squash, volleyball, table tennis, and basketball are some of the games featured on the website.      Truppr is operated from Lagos, Nigeria. It is supported by Co-Creation Hub Nigeria  and The Tony Elumelu Foundation.",0,69,0.666666666666667,0.478091443733757,24,0,"truppr social tool enables sports lovers organize find fitness events team mates favorite sports cities around world aerobics badminton yoga video games cycling walking swimming kickboxing squash volleyball table tennis basketball games featured website truppr operated lagos supported creation hub tony elumelu foundation",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"766","Tugende","Tugende helps motorcycle taxi drivers own their own motorcycles in eighteen months or less instead of renting indefinitely. Ownership significantly increases income, job security and road safety.",1080000,27,0.628571428571429,0.490240894309911,22,1,"tugende helps motorcycle taxi drivers motorcycles eighteen months less instead renting indefinitely ownership significantly increases income job security road safety",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Uganda",2,"angel|seed",""
"767","Tusqee Systems","Tusquee Systems is a platform that facilitates the daily communication and transfer of documents and payments between schools,teachers,and parents.     They have developed Sematime which is an SMS service that lets parents and teachers monitor their students' performances and school fees payments.     Sematime is available in three packages: Starter, which is free and ideal for individuals with an address book of only 1,000 contacts. Pro, at KSh5999 per month (approx US$71) with unlimited contacts, free SMS branding, support for long SMS of up to 480 characters, and more.",0,85,0.375,0.49029033784546,15,0,"tusquee systems platform facilitates daily communication transfer documents payments schools teachers parents developed sematime sms service lets parents teachers monitor students performances school fees payments sematime available three packages starter free ideal individuals address book contacts pro ksh per month approx us unlimited contacts free sms branding support long sms characters",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"768","Tutamee","Tutamee is building an opinion community focused on discussing what the best of anything is. For example, what is the best hotel in New York?     On the platform, people come to share, discuss, vote and debate on intriguing questions posted by the community about what the best of anything is. The questions are prefixed with â€œwhat is the bestâ€ or â€œwho is the bestâ€.",30000,64,0.586206896551724,0.501230014158765,17,1,"tutamee building opinion community focused discussing best anything example best hotel new york platform people come share discuss vote debate intriguing questions posted community best anything questions prefixed œwhat bestâ  œwho bestâ ",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ghana",1,"seed","meltwater-foundation"
"769","Tutor.ng","Tutor.NG is an Online Tutoring Platform providing tools and resources for engaging and teaching learners anytime, anywhere. It provides the technology for tutors to transform any environment into a learning space.  Tutor.NG Platform is a robust system that provides everything you need to take your teaching online - a virtual classroom, functionality to create and deliver courses with assessment tools, ability to work with different document formats – doc, pdf, ppt., content sharing features, live interactive sessions and  a  payment  system that helps  you monetize your  content.  This is a welcomed idea as it proffers good solution to illiteracy and will help promote online learning a great deal giving people the opportunity to use their data on more productive things. Students/ learners also have the opportunity to learn anything which will help them understand the class taught courses better.   Organizations can save cost on technical infrastructure to conduct online meetings, deliver lectures and training, the platform also provide tools to collaborate from different locations. For organizations, multiple teachers and instructors can log in, schedule, and deliver online classes in real time to unlimited number of students across the world, on your personalized e-learning space.  Tutor.NG helps you to monetize what you know and ready to teach. Content owners now have a platform to express their creativity and teach without having to spend so much on IT Infrastructure. Tutor.NG provides guaranteed security and access control to your materials and other contents.",0,238,0.689655172413793,0.470823615430758,20,0,"tutor ng online tutoring platform providing tools resources engaging teaching learners anytime anywhere provides technology tutors transform environment learning space tutor ng platform robust system provides everything need take teaching online virtual classroom functionality create deliver courses assessment tools ability work different document formats doc pdf ppt content sharing features live interactive sessions payment system helps monetize content welcomed idea proffers good solution illiteracy help promote online learning great deal giving people opportunity use data productive things students learners opportunity learn anything help understand class taught courses better organizations save cost technical infrastructure conduct online meetings deliver lectures training platform provide tools collaborate different locations organizations multiple teachers instructors log schedule deliver online classes real time unlimited number students across world personalized learning space tutor ng helps monetize know ready teach content owners now platform express creativity teach without spend much infrastructure tutor ng provides guaranteed security access control materials contents",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"770","Twiga Fruits","Twiga Fruits is committed to working with farmers to grow delicious fruit for people to enjoy. Their philosophy is that consumers appreciate knowing that the high quality fruits on their table come from a supply chain that fairly treats farmers and it’s their job to provide that bridge.    Twiga Fruits is a progressive leader in Kenya’s fruit industry. With a conviction that domestic fruit sales and foreign exports should serve as a backbone of Kenya’s economy, Twiga Fruits is built around a team of reformers with over 80 collective years of agronomic and supply chain experience.    In Kenya’s growing urban dwellings, Twiga Fruits is lowering prices by building distribution networks that beat the costly informal networks of layers of middlemen and brokers. When they say “Better Produce, Better Prices,” they mean it. There is no reason Kenyan fruit should cost as much in Nairobi as Dubai.    For export markets, Twiga Fruits is raising standards through being the market leader in digitized traceability of products.    Twiga Fruits treats all their farmers for what they are: professionals. As a company policy, Twiga Fruits differentiates itself by refusing to work with third-party “brokers”: traders who dominate the Kenyan fruit trade, profiting on farmers’ limited access to markets by buying at exploitatively prices, paying weeks later, and selling on to the local markets and exporters.     Twiga Fruits instead buys directly from the farmer, and they believe a farmer deserves to get paid immediately for any produce he sells. They make sure their farmers receive the technical support to increase production levels, meet global quality standards, and seek credit to expand their operations. It’s not only the right thing to do: it’s good for the farmer, for us, for Kenya, and for consumers.",0,287,0.7,0.466091599699399,21,0,"twiga fruits committed working farmers grow delicious fruit people enjoy philosophy consumers appreciate knowing high quality fruits table come supply chain fairly treats farmers job provide bridge twiga fruits progressive leader fruit industry conviction domestic fruit sales foreign exports serve backbone economy twiga fruits built around team reformers collective years agronomic supply chain experience growing urban dwellings twiga fruits lowering prices building distribution networks beat costly informal networks layers middlemen brokers say better produce better prices mean reason fruit cost much nairobi dubai export markets twiga fruits raising standards market leader digitized traceability products twiga fruits treats farmers professionals company policy twiga fruits differentiates refusing work third party brokers traders dominate fruit trade profiting farmers limited access markets buying exploitatively prices paying weeks later selling local markets exporters twiga fruits instead buys directly farmer believe farmer deserves get paid immediately produce sells make sure farmers receive technical support increase production levels meet global quality standards seek credit expand operations thing good farmer us consumers",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"771","Twinpine Limited","Applied Logic was set up to provide online financial market information on Africa's largest market for its 48m online users and the global economy. Along the way it identified a big data role using its analytics and data sets to develop product and data solutions for regulators and financial institutions.    Applied Logic was selected to develop the market analytics platform (SEC-MAP) for the Nigeria Securities and Exchange Commission, using a data feed from broadstreetlagos.com. APL also developed the commissions margin list application feeding off SEC-MAP. The margin list will assist the SEC in its oversight of margin trading, securities lending, shorting and index fund construction.",0,105,0.131578947368421,0.342569987450104,5,0,"applied logic set provide online financial market information largest market online users global economy along way identified big data role using analytics data sets develop product data solutions regulators financial institutions applied logic selected develop market analytics platform sec map securities exchange commission using data feed broadstreetlagos apl developed commissions margin list application feeding sec map margin list assist sec oversight margin trading securities lending shorting index fund construction",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"772","ufindads","ufindads is a software company based in Africa building and creating innovation in business intelligent solutions, and utility applications.",42000,19,0.235294117647059,0.430561545202046,8,1,"ufindads software company based building creating innovation business intelligent solutions utility applications",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",2,"seed|angel",""
"773","Uganda Capital Partners","Uganda Capital partners is the first and only venture Capital firm to provide fund to growing Campanies in Uganda",0,19,0.325581395348837,0.474137323515443,14,0,"capital partners first venture capital firm provide fund growing campanies",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Uganda",0,"",""
"774","UGO Uganda","UGO, which is an acronym for Uganda Goes Online runs a popular web portal, www.ugo.co.ug, whose primary goal is to promote Ugandan content online – as well as websites of Ugandan service providers.It is the first of this kind web portal in Uganda, and carries out continuous sensitization among individuals, companies and economy stakeholders, both in government and the private sector to utilize the opportunities provided by the internet.    UGO spends a lot of resources on supporting, educating, assisting communities, individuals and corporate institutions on getting all their content on line and how best they can benefit from search engines.    UGO is moving on the ground and urging more corporates to get their content shared with the world as well as updating consistently and also educating everyone on social networking and how to use it best. So Uganda will be known globally and locally. It is the only website in Uganda that one find New Vision Monitor and Red pepper on one page together, flights arrival Departure and Arrivals live in formation feed and all the radio stations that stream could be found all on one on line radio, to mention but a few.    UGO has been moving and urging TV and radio station in Uganda to start stream as well upload their content to YouTube channels among others as well as assisting them with implementing.",0,225,0.814814814814815,0.395847390663569,22,0,"ugo acronym goes online runs popular web portal ugo ug whose primary goal promote content online well websites service providers first kind web portal carries continuous sensitization among individuals companies economy stakeholders government private sector utilize opportunities provided internet ugo spends lot resources supporting educating assisting communities individuals corporate institutions getting content line best benefit search engines ugo moving ground urging corporates get content shared world well updating consistently educating everyone social networking use best known globally locally website one find new vision monitor red pepper one page together flights arrival departure arrivals live formation feed radio stations stream found one line radio mention ugo moving urging tv radio station start stream well upload content youtube channels among others well assisting implementing",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",0,"",""
"775","Uhasibu","Uhasibu is the award winning internet (cloud-based) accounting package for SMEs, developed specifically for the SMEs present in Kenya and are looking for an affordable and easy to use accounting solution.",0,31,0.225806451612903,0.425023718503241,7,0,"uhasibu award winning internet cloud based accounting package smes developed specifically smes present looking affordable easy use accounting solution",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"776","Uhired.Me","uhired me aims to make recruitment process social, easy and fun by connecting employers,recruiters and job seekers and letting them engage with one another to create employment.",0,27,0.612903225806452,0.495137647854191,19,0,"uhired aims make recruitment process social easy fun connecting employers recruiters job seekers letting engage one another create employment",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"777","Umeme","Umeme is the largest electricity distribution company in Uganda. They are mandated to: Operate, maintain, upgrade and expand the distribution network; retail electricity to its customers and to improve efficiency within the electricity distribution system. Umeme is listed on the Uganda Securities Exchange (USE) and on the Nairobi Securities Exchange (NSE). Investec Asset Management is the majority shareholder after a second issue in 2014.",0,63,0.305555555555556,0.467176592151157,11,0,"umeme largest electricity distribution company mandated operate maintain upgrade expand distribution network retail electricity customers improve efficiency within electricity distribution system umeme listed securities exchange use nairobi securities exchange nse investec asset management majority shareholder second issue",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",0,"",""
"778","UN-HABITAT","UN-Habitat has developed a unique position supporting urban development and the planning and building of a better urban future for next generations. This key process supports economic growth and social development, and reduces poverty and inequalities.",0,36,0.766666666666667,0.430183067152076,23,0,"un habitat developed unique position supporting urban development planning building better urban future next generations key process supports economic growth social development reduces poverty inequalities",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
